SQ_CANDIDATO,QT_VOTOS_NOMINAIS
210000003750,1
210000003751,5
210000003752,1198
210000003754,5
210000003755,138
210000003756,97
210000003757,4
210000003758,50
210000003759,35
210000003760,72
210000003761,97
210000003762,95
210000003763,28
210000003764,49
210000003765,125
210000003766,54
210000003767,40
210000003768,59
210000003769,135
210000003770,36
210000003771,99
210000003772,1114
210000003774,58
210000003775,37
210000003776,23
210000003777,132
210000003778,29
210000003779,136
210000003780,154
210000003781,38
210000003782,180
210000003783,4
210000003784,48
210000003785,40
210000003786,67
210000003787,38
210000003788,71
210000003789,8
210000003790,207
210000003791,30
210000003792,25
210000003793,1016
210000003795,15
210000003796,52
210000003797,42
210000003798,6
210000003799,58
210000003800,115
210000003801,10
210000003802,18
210000003803,110
210000003805,51
210000003806,37
210000003807,24
210000003809,14
210000003810,67
210000003811,79
210000003812,81
210000003813,386
210000003814,293
210000003815,454
210000003816,177
210000003817,329
210000003818,44
210000003819,416
210000003820,429
210000003821,304
210000003822,71
210000003823,81
210000003824,471
210000003825,596
210000003826,39
210000003827,159
210000003828,108
210000003829,515
210000003830,691
210000003831,1241
210000003833,181
210000003834,156
210000003835,29
210000003836,7
210000003837,230
210000003838,11
210000003839,12
210000003840,130
210000003841,205
210000003842,85
210000003843,191
210000003844,5
210000003845,1160
210000003847,140
210000003848,111
210000003849,104
210000003850,10
210000003851,135
210000003852,65
210000003853,48
210000003854,125
210000003855,141
210000003856,109
210000003857,77
210000003858,58
210000003859,132
210000003860,2757
210000003862,28
210000003863,100
210000003864,76
210000003865,356
210000003866,72
210000003867,41
210000003868,223
210000003869,278
210000003870,34
210000003871,44
210000003872,119
210000003873,322
210000003874,15
210000003875,79
210000003877,36
210000003878,403
210000003890,3371
210000003916,98
210000003917,945
210000003918,83
210000003919,302
210000003920,394
210000003921,152
210000003922,463
210000003923,94
210000003924,903
210000003925,71
210000003926,323
210000003927,94
210000003929,109
210000003930,486
210000003931,260
210000003932,782
210000003933,167
210000003934,209
210000003935,340
210000003936,150
210000003937,48
210000003938,104
210000003939,154
210000003940,89
210000003941,254
210000003942,60
210000003943,312
210000003944,668
210000003945,47
210000003946,36
210000003947,362
210000003948,1318
210000003949,630
210000003952,13
210000003953,28
210000003954,122
210000003955,34
210000003956,10
210000003957,139
210000003958,12
210000003959,6491
210000003961,755
210000003962,102
210000003963,862
210000003964,22
210000003965,145
210000003966,501
210000003967,380
210000003968,246
210000003969,769
210000003970,466
210000003971,56
210000003972,983
210000003973,568
210000003974,445
210000003975,1068
210000003976,477
210000003977,43
210000003978,19
210000003979,385
210000003980,346
210000003981,905
210000003982,2778
210000003983,682
210000003984,1123
210000003985,630
210000003986,2679
210000003987,785
210000003988,1622
210000003989,1810
210000003990,423
210000003991,2391
210000003992,1002
210000003993,201
210000003994,618
210000003995,135
210000003996,388
210000003997,1906
210000003998,490
210000003999,248
210000004000,51
210000004001,752
210000004002,39
210000004003,1170
210000004004,2153
210000004005,526
210000004006,2762
210000004007,2708
210000004008,152
210000004009,2282
210000004010,340
210000004011,594
210000004012,242
210000004013,495
210000004014,364
210000004015,659
210000004018,28274
210000004020,135
210000004039,0
210000004040,244
210000004041,206
210000004042,48
210000004043,13
210000004044,122
210000004045,79
210000004046,203
210000004047,95
210000004048,78
210000004049,21
210000004050,69
210000004051,0
210000004052,60
210000004053,45
210000004054,0
210000004055,2
210000004056,76
210000004059,176
210000004062,3488
210000004064,20
210000004065,10
210000004066,195
210000004067,82
210000004068,41
210000004069,81
210000004070,16
210000004071,302
210000004072,179
210000004073,109
210000004074,94
210000004075,24
210000004076,262
210000004077,12
210000004078,434
210000004079,4
210000004080,27
210000004081,20
210000004082,1722
210000004084,28
210000004085,1
210000004086,80
210000004087,189
210000004088,58
210000004089,121
210000004090,96
210000004091,60
210000004092,12
210000004093,219
210000004094,197
210000004095,116
210000004096,31
210000004097,24
210000004098,26
210000004099,145
210000004100,7
210000004101,0
210000004104,2392
210000004106,307
210000004107,162
210000004108,186
210000004109,48
210000004110,18
210000004111,221
210000004112,232
210000004113,139
210000004114,126
210000004115,180
210000004116,158
210000004117,220
210000004118,250
210000004119,9
210000004120,330
210000004121,1346
210000004123,46
210000004124,138
210000004125,172
210000004126,137
210000004127,154
210000004128,6
210000004129,75
210000004130,4
210000004131,111
210000004132,5
210000004133,43
210000004134,7
210000004135,123
210000004136,33
210000004137,21
210000004138,200
210000004233,37113
210000004265,941
210000004281,192
210000004282,198
210000004283,1
210000004284,268
210000004285,31
210000004286,52
210000004287,176
210000004288,12
210000004289,145
210000004290,175
210000004291,7
210000004292,18
210000004293,77
210000004294,13
210000004295,114
210000004296,23
210000004297,176
210000004298,4172
210000004300,949
210000004301,33
210000004302,73
210000004303,373
210000004304,33
210000004305,541
210000004306,845
210000004307,367
210000004308,401
210000004309,60
210000004310,110
210000004311,92
210000004312,46
210000004313,133
210000004315,0
210000004316,551
210000004323,1065
210000004325,78
210000004326,96
210000004327,80
210000004328,73
210000004329,14
210000004330,9
210000004331,44
210000004332,2
210000004333,14
210000004334,106
210000004335,51
210000004336,37
210000004337,64
210000004338,103
210000004339,149
210000004340,82
210000004341,144
210000004342,53
210000004349,94
210000004350,39
210000004351,154
210000004352,152
210000004353,48
210000004354,127
210000004355,94
210000004356,32
210000004357,121
210000004358,15
210000004359,43
210000004360,55
210000004361,34
210000004362,21
210000004363,1726
210000004365,228
210000004366,173
210000004367,234
210000004368,218
210000004369,155
210000004370,144
210000004371,131
210000004372,84
210000004373,93
210000004374,119
210000004375,139
210000004376,195
210000004392,17
210000004393,54
210000004394,30
210000004395,14
210000004396,185
210000004397,10
210000004398,92
210000004399,286
210000004400,130
210000004401,42
210000004402,30
210000004403,0
210000004404,64211
210000004406,159
210000004407,2383
210000004408,495
210000004409,220
210000004410,219
210000004411,2908
210000004412,680
210000004413,2731
210000004414,103
210000004415,179
210000004416,89
210000004417,66
210000004418,1586
210000004419,500
210000004420,1071
210000004421,316
210000004422,249
210000004424,16
210000004425,179
210000004426,301
210000004427,417
210000004428,1605
210000004429,1318
210000004430,251
210000004431,2822
210000004432,2897
210000004433,108
210000004434,178
210000004435,439
210000004436,937
210000004437,477
210000004438,10
210000004439,1612
210000004440,680
210000004442,0
210000004443,68
210000004444,28
210000004445,8
210000004446,4
210000004447,31
210000004448,43
210000004449,17
210000004450,19
210000004451,24
210000004453,58
210000004454,28
210000004455,0
210000004456,19
210000004457,23
210000004458,4
210000004459,13
210000004460,12
210000004461,25
210000004462,46
210000004463,8
210000004464,166
210000004465,126
210000004466,26
210000004467,2123
210000004469,80
210000004470,13
210000004471,41
210000004472,12
210000004473,23
210000004474,47
210000004483,32
210000004484,10
210000004485,23
210000004486,7
210000004497,2201
210000004499,1116
210000004501,29
210000004502,183
210000004503,223
210000004504,225
210000004505,232
210000004507,2355
210000004509,145
210000004510,188
210000004511,66
210000004512,227
210000004513,98
210000004514,233
210000004515,259
210000004516,284
210000004517,137
210000004518,181
210000004519,21
210000004520,19
210000004521,108
210000004522,30
210000004523,11
210000004524,65
210000004525,12
210000004526,14
210000004527,69
210000004528,21
210000004529,211
210000004530,4
210000004531,7
210000004532,86
210000004533,15
210000004534,87
210000004535,9
210000004536,101
210000004549,25
210000004550,190
210000004551,17
210000004552,47
210000004553,103
210000004554,144
210000004556,19
210000004557,16
210000004558,52
210000004559,33
210000004560,30
210000004561,1052
210000004563,105
210000004564,83
210000004565,8
210000004566,80
210000004567,45
210000004568,43
210000004569,63
210000004570,92
210000004571,78
210000004572,98
210000004573,36
210000004574,21
210000004575,143
210000004576,96
210000004577,55
210000004578,136
210000004579,1787
210000004581,64
210000004582,67
210000004583,108
210000004584,116
210000004585,151
210000004586,196
210000004587,343
210000004588,164
210000004589,236
210000004590,98
210000004591,104
210000004592,89
210000004593,42
210000004594,2524
210000004596,361
210000004597,117
210000004598,251
210000004599,389
210000004600,45
210000004601,94
210000004602,62
210000004603,129
210000004604,37
210000004605,80
210000004606,51
210000004607,172
210000004608,34
210000004609,229
210000004610,13568
210000004643,1142
210000004645,38
210000004646,123
210000004647,188
210000004648,13
210000004649,109
210000004650,61
210000004651,76
210000004652,21
210000004653,1
210000004654,61
210000004655,1
210000004656,23
210000004657,90
210000004658,233
210000004659,311
210000004660,181
210000004661,33
210000004662,78
210000004663,45
210000004664,8
210000004665,268
210000004666,7
210000004667,8
210000004670,115
210000004671,977
210000004673,43
210000004674,130
210000004675,78
210000004676,116
210000004677,131
210000004678,33
210000004679,84
210000004680,52
210000004681,43
210000004683,36
210000004684,0
210000004685,13
210000004686,54
210000004699,38
210000004700,76
210000004701,35
210000004702,258
210000004703,29
210000004704,241
210000004705,734
210000004706,541
210000004707,93
210000004708,96
210000004709,475
210000004710,168
210000004711,861
210000004712,270
210000004713,899
210000004714,171
210000004715,442
210000004716,153
210000004717,144
210000004718,238
210000004719,633
210000004720,799
210000004721,548
210000004722,243
210000004723,25
210000004724,171
210000004738,1060
210000004740,122
210000004741,175
210000004743,16
210000004744,87
210000004745,112
210000004746,47
210000004747,88
210000004748,117
210000004749,118
210000004750,92
210000004751,167
210000004752,70
210000004753,191
210000004754,201
210000004755,83
210000004756,18
210000004758,209
210000004759,54
210000004760,91
210000004761,44
210000004762,1274
210000004763,101
210000004764,511
210000004765,1085
210000004766,450
210000004767,97
210000004768,71
210000004769,177
210000004770,711
210000004771,369
210000004785,169
210000004786,131
210000004787,269
210000004788,138
210000004789,594
210000004790,467
210000004791,2336
210000004792,150
210000004793,37
210000004794,118
210000004795,61
210000004796,409
210000004797,717
210000004798,600
210000004799,1266
210000004800,410
210000004801,2974
210000004803,211
210000004804,1706
210000004805,50
210000004806,457
210000004807,63
210000004808,188
210000004809,37
210000004810,469
210000004811,63
210000004812,4
210000004813,3
210000004814,706
210000004815,258
210000004816,1881
210000004817,297
210000004818,219
210000004819,1043
210000004821,76
210000004822,159
210000004823,2
210000004824,14
210000004825,45
210000004826,46
210000004827,17
210000004828,194
210000004829,8
210000004830,9
210000004831,8
210000004832,3
210000004833,77
210000004834,5
210000004835,179
210000004836,26
210000004837,102
210000004838,7
210000004857,927
210000004859,0
210000004860,55
210000004861,54
210000004862,125
210000004863,57
210000004864,103
210000004865,0
210000004866,153
210000004867,96
210000004868,70
210000004869,29
210000004870,2806
210000004872,211
210000004873,22
210000004874,75
210000004875,20
210000004876,202
210000004877,486
210000004878,98
210000004881,2106
210000004883,2477
210000004885,200
210000004886,230
210000004887,0
210000004888,76
210000004889,41
210000004890,181
210000004891,322
210000004892,108
210000004893,379
210000004894,40
