SQ_CANDIDATO,QT_VOTOS_NOMINAIS,DS_SIT_TOT_TURNO
210000002363,416,ELEITO POR QP
210000002364,138,SUPLENTE
210000002365,80,SUPLENTE
210000002366,218,ELEITO POR QP
210000002367,59,SUPLENTE
210000002368,140,SUPLENTE
210000002369,164,SUPLENTE
210000002370,34,SUPLENTE
210000002371,2145,NÃO ELEITO
210000002372,203,ELEITO POR QP
210000002373,113,SUPLENTE
210000002374,25,SUPLENTE
210000002375,232,ELEITO POR QP
210000002376,36,SUPLENTE
210000002377,172,SUPLENTE
210000002378,94,SUPLENTE
210000002379,288,ELEITO POR QP
210000002380,156,SUPLENTE
210000002381,35,SUPLENTE
210000002382,84,SUPLENTE
210000002383,32,SUPLENTE
210000002384,79,SUPLENTE
210000002386,121,SUPLENTE
210000002387,25,SUPLENTE
210000002388,293,ELEITO POR QP
210000002389,6,SUPLENTE
210000002390,3896,NÃO ELEITO
210000002392,29,NÃO ELEITO
210000002393,194,NÃO ELEITO
210000002395,34,NÃO ELEITO
210000002396,16,NÃO ELEITO
210000002397,38,NÃO ELEITO
210000002398,5,NÃO ELEITO
210000002399,13,NÃO ELEITO
210000002400,5,NÃO ELEITO
210000002401,134,SUPLENTE
210000002402,189,SUPLENTE
210000002403,80,SUPLENTE
210000002404,115,SUPLENTE
210000002405,112,SUPLENTE
210000002406,91,SUPLENTE
210000002407,798,ELEITO POR QP
210000002408,76,SUPLENTE
210000002409,4980,NÃO ELEITO
210000002410,82,SUPLENTE
210000002411,317,SUPLENTE
210000002428,865,ELEITO
210000002430,18,SUPLENTE
210000002431,66,SUPLENTE
210000002432,58,SUPLENTE
210000002433,73,SUPLENTE
210000002434,42,SUPLENTE
210000002435,34,SUPLENTE
210000002436,114,ELEITO POR QP
210000002437,83,ELEITO POR QP
210000002438,42,SUPLENTE
210000002439,54,SUPLENTE
210000002440,135,SUPLENTE
210000002441,56,SUPLENTE
210000002442,140,SUPLENTE
210000002443,36,SUPLENTE
210000002444,266,SUPLENTE
210000002445,111,SUPLENTE
210000002446,7,SUPLENTE
210000002447,44,SUPLENTE
210000002448,134,SUPLENTE
210000002449,96,SUPLENTE
210000002450,84,SUPLENTE
210000002451,96,SUPLENTE
210000002452,33,SUPLENTE
210000002453,210,SUPLENTE
210000002454,51,SUPLENTE
210000002455,70,SUPLENTE
210000002456,301,ELEITO POR QP
210000002457,11,SUPLENTE
210000002458,108,SUPLENTE
210000002459,15,SUPLENTE
210000002460,112,SUPLENTE
210000002461,86,SUPLENTE
210000002462,50,SUPLENTE
210000002463,145,ELEITO POR QP
210000002464,75,SUPLENTE
210000002465,76,SUPLENTE
210000002466,128,ELEITO POR QP
210000002467,119,ELEITO POR MÉDIA
210000002468,129,ELEITO POR QP
210000002469,119,ELEITO POR QP
210000002470,1094,ELEITO
210000002472,1180,ELEITO
210000002473,17,SUPLENTE
210000002474,131,ELEITO POR MÉDIA
210000002475,247,ELEITO POR QP
210000002476,92,SUPLENTE
210000002477,124,SUPLENTE
210000002478,160,ELEITO POR QP
210000002480,158,ELEITO POR QP
210000002481,134,ELEITO POR QP
210000002482,65,SUPLENTE
210000002483,11,SUPLENTE
210000002484,115,SUPLENTE
210000002485,251,SUPLENTE
210000002486,117,SUPLENTE
210000002487,97,SUPLENTE
210000002488,211,SUPLENTE
210000002489,46,SUPLENTE
210000002490,66,SUPLENTE
210000002491,51,SUPLENTE
210000002492,291,SUPLENTE
210000002493,1206,ELEITO POR QP
210000002494,272,SUPLENTE
210000002495,31,SUPLENTE
210000002496,880,ELEITO POR QP
210000002497,465,NÃO ELEITO
210000002498,51,NÃO ELEITO
210000002499,89,NÃO ELEITO
210000002500,23,NÃO ELEITO
210000002501,11,NÃO ELEITO
210000002502,23,NÃO ELEITO
210000002503,0,NÃO ELEITO
210000002504,35,NÃO ELEITO
210000002506,1695,NÃO ELEITO
210000002508,15,SUPLENTE
210000002509,51,SUPLENTE
210000002510,234,ELEITO POR QP
210000002511,1,SUPLENTE
210000002512,261,ELEITO POR QP
210000002513,22,SUPLENTE
210000002514,229,ELEITO POR QP
210000002515,30,SUPLENTE
210000002516,175,SUPLENTE
210000002517,21,SUPLENTE
210000002518,181,SUPLENTE
210000002519,40,SUPLENTE
210000002520,14,SUPLENTE
210000002521,99,SUPLENTE
210000002522,214,ELEITO POR QP
210000002523,65,SUPLENTE
210000002525,6,SUPLENTE
210000002556,714,NÃO ELEITO
210000002558,170,SUPLENTE
210000002559,153,SUPLENTE
210000002560,69,SUPLENTE
210000002561,196,SUPLENTE
210000002562,331,SUPLENTE
210000002563,141,SUPLENTE
210000002564,513,SUPLENTE
210000002565,60,SUPLENTE
210000002566,33,SUPLENTE
210000002567,61,SUPLENTE
210000002568,614,ELEITO POR QP
210000002569,182,SUPLENTE
210000002570,39,SUPLENTE
210000002571,12,SUPLENTE
210000002572,106,ELEITO POR MÉDIA
210000002573,111,ELEITO POR QP
210000002574,21,SUPLENTE
210000002575,44,SUPLENTE
210000002576,113,ELEITO POR QP
210000002577,122,ELEITO POR QP
210000002578,115,ELEITO POR QP
210000002579,10,SUPLENTE
210000002580,123,ELEITO POR QP
210000002581,103,SUPLENTE
210000002582,143,ELEITO POR QP
210000002583,38,SUPLENTE
210000002585,971,ELEITO
210000002586,113,NÃO ELEITO
210000002587,30,NÃO ELEITO
210000002588,45,NÃO ELEITO
210000002589,33,NÃO ELEITO
210000002590,100,NÃO ELEITO
210000002591,9,NÃO ELEITO
210000002592,79,NÃO ELEITO
210000002593,91,NÃO ELEITO
210000002594,65,NÃO ELEITO
210000002595,87,NÃO ELEITO
210000002596,85,NÃO ELEITO
210000002597,85,NÃO ELEITO
210000002598,18,NÃO ELEITO
210000002600,2165,NÃO ELEITO
210000002601,0,NÃO ELEITO
210000002602,33,NÃO ELEITO
210000002603,30,NÃO ELEITO
210000002605,9,NÃO ELEITO
210000002606,10,SUPLENTE
210000002607,786,ELEITO
210000002609,37,SUPLENTE
210000002610,64,ELEITO POR QP
210000002611,56,ELEITO POR QP
210000002612,45,SUPLENTE
210000002613,49,SUPLENTE
210000002614,74,ELEITO POR QP
210000002615,36,SUPLENTE
210000002616,43,SUPLENTE
210000002617,79,ELEITO POR QP
210000002618,47,SUPLENTE
210000002619,75,ELEITO POR QP
210000002620,16,SUPLENTE
210000002621,51,SUPLENTE
210000002622,51,SUPLENTE
210000002623,1181,NÃO ELEITO
210000002624,1320,NÃO ELEITO
210000002625,9,NÃO ELEITO
210000002626,142,NÃO ELEITO
210000002627,256,NÃO ELEITO
210000002628,91,NÃO ELEITO
210000002629,150,NÃO ELEITO
210000002630,43,NÃO ELEITO
210000002631,290,NÃO ELEITO
210000002632,81,NÃO ELEITO
210000002633,93,NÃO ELEITO
210000002634,64,NÃO ELEITO
210000002635,36,NÃO ELEITO
210000002636,26,NÃO ELEITO
210000002637,47,NÃO ELEITO
210000002638,95,NÃO ELEITO
210000002639,185,NÃO ELEITO
210000002640,230,NÃO ELEITO
210000002641,71,NÃO ELEITO
210000002642,64,NÃO ELEITO
210000002643,52,NÃO ELEITO
210000002644,131,NÃO ELEITO
210000002645,32,NÃO ELEITO
210000002646,35,NÃO ELEITO
210000002647,16,NÃO ELEITO
210000002648,7,NÃO ELEITO
210000002649,988,ELEITO
210000002650,38,SUPLENTE
210000002651,110,ELEITO POR MÉDIA
210000002652,97,SUPLENTE
210000002653,28,SUPLENTE
210000002654,11,SUPLENTE
210000002655,92,SUPLENTE
210000002656,84,SUPLENTE
210000002657,126,ELEITO POR QP
210000002658,117,ELEITO POR QP
210000002659,130,ELEITO POR QP
210000002660,40,SUPLENTE
210000002661,113,ELEITO POR QP
210000002664,205,SUPLENTE
210000002665,9,SUPLENTE
210000002666,20,SUPLENTE
210000002667,26,SUPLENTE
210000002668,50,SUPLENTE
210000002670,240,ELEITO POR QP
210000002671,29,SUPLENTE
210000002672,260,ELEITO POR QP
210000002673,251,ELEITO POR QP
210000002674,235,ELEITO POR MÉDIA
210000002675,2830,ELEITO
210000002676,205,SUPLENTE
210000002677,230,ELEITO POR MÉDIA
210000002678,226,SUPLENTE
210000002679,90,SUPLENTE
210000002680,92,SUPLENTE
210000002681,39,SUPLENTE
210000002682,169,ELEITO POR MÉDIA
210000002683,36,SUPLENTE
210000002684,185,ELEITO POR QP
210000002685,53,SUPLENTE
210000002686,83,SUPLENTE
210000002687,19,SUPLENTE
210000002688,36,SUPLENTE
210000002689,58,SUPLENTE
210000002690,168,SUPLENTE
210000002691,185,ELEITO POR QP
210000002692,48,SUPLENTE
210000002693,32,SUPLENTE
210000002694,126,SUPLENTE
210000002695,1227,ELEITO
210000002696,96,SUPLENTE
210000002697,129,ELEITO POR QP
210000002698,21,SUPLENTE
210000002699,169,ELEITO POR QP
210000002700,35,SUPLENTE
210000002701,142,ELEITO POR QP
210000002704,102,ELEITO POR MÉDIA
210000002705,188,ELEITO POR QP
210000002706,71,SUPLENTE
210000002707,77,SUPLENTE
210000002708,17,NÃO ELEITO
210000002710,57,NÃO ELEITO
210000002716,13,NÃO ELEITO
210000002726,6354,ELEITO
210000002727,464,SUPLENTE
210000002728,713,ELEITO POR QP
210000002729,422,SUPLENTE
210000002730,39,SUPLENTE
210000002731,102,SUPLENTE
210000002732,34,SUPLENTE
210000002733,1193,ELEITO POR QP
210000002734,918,ELEITO POR QP
210000002735,481,SUPLENTE
210000002736,116,SUPLENTE
210000002737,124,SUPLENTE
210000002738,64,SUPLENTE
210000002739,882,ELEITO POR QP
210000002740,527,SUPLENTE
210000002742,632,ELEITO POR QP
210000002743,561,ELEITO POR MÉDIA
210000002745,2,SUPLENTE
210000002746,16,NÃO ELEITO
210000002747,8,NÃO ELEITO
210000002748,137,NÃO ELEITO
210000002749,44,NÃO ELEITO
210000002750,23,NÃO ELEITO
210000002751,55,NÃO ELEITO
210000002752,8,NÃO ELEITO
210000002753,31,NÃO ELEITO
210000002754,114,NÃO ELEITO
210000002755,17,NÃO ELEITO
210000002756,24,NÃO ELEITO
210000002757,61,NÃO ELEITO
210000002758,25,NÃO ELEITO
210000002759,14,NÃO ELEITO
210000002760,14,NÃO ELEITO
210000002761,19,NÃO ELEITO
210000002763,59,NÃO ELEITO
210000002764,1076,SUPLENTE
210000002765,364,SUPLENTE
210000002766,889,SUPLENTE
210000002767,309,SUPLENTE
210000002768,158,SUPLENTE
210000002769,827,SUPLENTE
210000002770,883,SUPLENTE
210000002771,27,SUPLENTE
210000002772,320,SUPLENTE
210000002773,3555,ELEITO POR QP
210000002774,591,SUPLENTE
210000002775,1075,SUPLENTE
210000002776,214,SUPLENTE
210000002777,87,SUPLENTE
210000002778,72,SUPLENTE
210000002779,38,SUPLENTE
210000002780,254,SUPLENTE
210000002781,2344,ELEITO POR QP
210000002782,182,SUPLENTE
210000002783,2165,ELEITO POR MÉDIA
210000002784,638,SUPLENTE
210000002785,20,SUPLENTE
210000002786,136,SUPLENTE
210000002787,363,SUPLENTE
210000002788,801,SUPLENTE
210000002789,609,SUPLENTE
210000002790,629,SUPLENTE
210000002791,1416,SUPLENTE
210000002792,619,SUPLENTE
210000002793,201,SUPLENTE
210000002794,397,SUPLENTE
210000002795,176,SUPLENTE
210000002796,42,NÃO ELEITO
210000002797,58,NÃO ELEITO
210000002798,198,NÃO ELEITO
210000002799,58,NÃO ELEITO
210000002800,135,NÃO ELEITO
210000002801,38,NÃO ELEITO
210000002802,690,ELEITO POR MÉDIA
210000002803,267,SUPLENTE
210000002804,85,SUPLENTE
210000002805,376,SUPLENTE
210000002806,575,SUPLENTE
210000002807,748,ELEITO POR QP
210000002808,366,SUPLENTE
210000002809,444,SUPLENTE
210000002810,318,SUPLENTE
210000002811,130,SUPLENTE
210000002812,129,SUPLENTE
210000002813,52,SUPLENTE
210000002814,700,ELEITO POR MÉDIA
210000002815,773,ELEITO POR QP
210000002816,830,ELEITO POR QP
210000002817,1355,ELEITO POR QP
210000002818,421,SUPLENTE
210000002819,365,SUPLENTE
210000002820,553,SUPLENTE
210000002821,83,SUPLENTE
210000002822,632,SUPLENTE
210000002823,861,ELEITO POR QP
210000002824,996,ELEITO POR QP
210000002825,345,SUPLENTE
210000002826,2678,ELEITO POR QP
210000002827,17922,ELEITO
210000002829,594,SUPLENTE
210000002831,3345,NÃO ELEITO
210000002832,269,ELEITO POR QP
210000002833,18,SUPLENTE
210000002834,29,SUPLENTE
210000002835,34,SUPLENTE
210000002836,17,SUPLENTE
210000002837,63,SUPLENTE
210000002838,32,SUPLENTE
210000002839,59,SUPLENTE
210000002840,52,SUPLENTE
210000002841,73,SUPLENTE
210000002842,119,SUPLENTE
210000002843,17,SUPLENTE
210000002844,22,SUPLENTE
210000002845,23,SUPLENTE
210000002846,78,NÃO ELEITO
210000002847,84,NÃO ELEITO
210000002848,5,NÃO ELEITO
210000002849,37,NÃO ELEITO
210000002850,183,NÃO ELEITO
210000002851,41,NÃO ELEITO
210000002852,31,NÃO ELEITO
210000002853,71,NÃO ELEITO
210000002854,76,NÃO ELEITO
210000002855,49,NÃO ELEITO
210000002856,56,NÃO ELEITO
210000002857,34,NÃO ELEITO
210000002858,29,NÃO ELEITO
210000002859,79,NÃO ELEITO
210000002860,18,NÃO ELEITO
210000002861,0,NÃO ELEITO
210000002862,1010,ELEITO
210000002864,110,ELEITO POR QP
210000002865,54,SUPLENTE
210000002866,55,SUPLENTE
210000002867,195,ELEITO POR QP
210000002869,146,ELEITO POR QP
210000002870,82,SUPLENTE
210000002871,90,ELEITO POR MÉDIA
210000002872,136,ELEITO POR QP
210000002873,56,SUPLENTE
210000002874,120,ELEITO POR QP
210000002875,25,SUPLENTE
210000002876,291,SUPLENTE
210000002877,164,SUPLENTE
210000002878,137,SUPLENTE
210000002879,193,SUPLENTE
210000002880,143,SUPLENTE
210000002881,219,SUPLENTE
210000002882,472,ELEITO POR MÉDIA
210000002883,106,SUPLENTE
210000002884,64,SUPLENTE
210000002885,924,ELEITO POR QP
210000002886,138,SUPLENTE
210000002887,228,SUPLENTE
210000002888,263,SUPLENTE
210000002889,256,SUPLENTE
210000002890,569,ELEITO POR QP
210000002891,379,SUPLENTE
210000002892,287,SUPLENTE
210000002893,198,SUPLENTE
210000002896,152215,2º TURNO
210000002915,1008,NÃO ELEITO
210000002917,5,SUPLENTE
210000002918,128,ELEITO POR QP
210000002919,68,SUPLENTE
210000002920,100,ELEITO POR QP
210000002921,90,SUPLENTE
210000002922,22,SUPLENTE
210000002923,128,ELEITO POR QP
210000002924,213,ELEITO POR QP
210000002925,86,SUPLENTE
210000002926,43,SUPLENTE
210000002927,20,SUPLENTE
210000002928,39,SUPLENTE
210000002929,873,ELEITO
210000002931,71,SUPLENTE
210000002932,4,SUPLENTE
210000002933,64,SUPLENTE
210000002934,89,SUPLENTE
210000002935,12,SUPLENTE
210000002936,150,ELEITO POR QP
210000002937,96,ELEITO POR QP
210000002938,122,ELEITO POR QP
210000002939,4,SUPLENTE
210000002940,120,ELEITO POR QP
210000002941,15,SUPLENTE
210000002942,119,ELEITO POR QP
210000002943,6,SUPLENTE
210000002944,11,SUPLENTE
210000002945,7,SUPLENTE
210000002946,29,SUPLENTE
210000002947,12,SUPLENTE
210000002948,55,ELEITO POR MÉDIA
210000002949,45,SUPLENTE
210000002950,42,SUPLENTE
210000002951,48,SUPLENTE
210000002952,17,SUPLENTE
210000002953,64,ELEITO POR QP
210000002954,13,SUPLENTE
210000002955,62,ELEITO POR QP
210000002956,117,ELEITO POR QP
210000002957,80,ELEITO POR QP
210000002959,612,ELEITO
210000002986,192,ELEITO POR QP
210000002987,143,ELEITO POR QP
210000002988,136,ELEITO POR MÉDIA
210000002989,102,SUPLENTE
210000002990,148,ELEITO POR QP
210000002991,150,ELEITO POR QP
210000002992,222,ELEITO POR QP
210000002993,92,SUPLENTE
210000002994,112,SUPLENTE
210000002995,35,SUPLENTE
210000002996,87,SUPLENTE
210000002997,215,ELEITO POR QP
210000002998,52,SUPLENTE
210000002999,142,ELEITO POR QP
210000003001,1429,ELEITO
210000003002,168,ELEITO POR QP
210000003003,13,SUPLENTE
210000003004,30,SUPLENTE
210000003005,89,SUPLENTE
210000003006,146,SUPLENTE
210000003007,20,SUPLENTE
210000003008,1737,ELEITO
210000003009,190,ELEITO POR QP
210000003010,149,ELEITO POR QP
210000003011,34,SUPLENTE
210000003012,136,SUPLENTE
210000003013,46,SUPLENTE
210000003014,70,SUPLENTE
210000003015,166,ELEITO POR QP
210000003016,11,SUPLENTE
210000003017,54,SUPLENTE
210000003019,136,SUPLENTE
210000003020,201,ELEITO POR QP
210000003021,350,ELEITO POR QP
210000003022,500,ELEITO POR MÉDIA
210000003024,735,ELEITO POR QP
210000003025,67,SUPLENTE
210000003026,331,SUPLENTE
210000003027,355,SUPLENTE
210000003028,418,SUPLENTE
210000003029,6425,NÃO ELEITO
210000003030,286,SUPLENTE
210000003031,723,ELEITO POR QP
210000003032,39,SUPLENTE
210000003033,429,SUPLENTE
210000003034,147,SUPLENTE
210000003035,210,SUPLENTE
210000003037,45,SUPLENTE
210000003038,34,SUPLENTE
210000003039,112,SUPLENTE
210000003040,89,SUPLENTE
210000003041,130,ELEITO POR QP
210000003042,12,SUPLENTE
210000003043,251,ELEITO POR QP
210000003044,153,ELEITO POR QP
210000003045,166,ELEITO POR QP
210000003046,63,SUPLENTE
210000003047,27,SUPLENTE
210000003048,126,ELEITO POR MÉDIA
210000003049,114,SUPLENTE
210000003050,167,ELEITO POR QP
210000003051,140,ELEITO POR QP
210000003052,22,SUPLENTE
210000003053,21,SUPLENTE
210000003054,260,ELEITO POR QP
210000003056,1666,ELEITO
210000003057,128,ELEITO POR QP
210000003058,3912,NÃO ELEITO
210000003059,54,SUPLENTE
210000003060,28,SUPLENTE
210000003061,20,SUPLENTE
210000003062,8,SUPLENTE
210000003063,243,SUPLENTE
210000003064,0,SUPLENTE
210000003065,78,SUPLENTE
210000003066,23,SUPLENTE
210000003067,39,SUPLENTE
210000003068,823,SUPLENTE
210000003069,215,SUPLENTE
210000003070,967,ELEITO POR QP
210000003071,116,SUPLENTE
210000003072,386,SUPLENTE
210000003073,205,SUPLENTE
210000003074,665,SUPLENTE
210000003075,844,SUPLENTE
210000003076,257,SUPLENTE
210000003077,33,SUPLENTE
210000003079,5,SUPLENTE
210000003080,225,SUPLENTE
210000003081,961,ELEITO POR MÉDIA
210000003082,255,SUPLENTE
210000003083,90,SUPLENTE
210000003084,32,SUPLENTE
210000003085,67,SUPLENTE
210000003086,28,SUPLENTE
210000003087,8,SUPLENTE
210000003090,133,SUPLENTE
210000003091,766,SUPLENTE
210000003092,1138,SUPLENTE
210000003093,109,SUPLENTE
210000003094,82,SUPLENTE
210000003095,250,SUPLENTE
210000003096,201,SUPLENTE
210000003097,92,SUPLENTE
210000003098,503,SUPLENTE
210000003099,1460,ELEITO POR QP
210000003100,229,SUPLENTE
210000003101,342,SUPLENTE
210000003102,132,SUPLENTE
210000003103,266,SUPLENTE
210000003104,461,SUPLENTE
210000003105,697,SUPLENTE
210000003106,423,SUPLENTE
210000003107,2805,NÃO ELEITO
210000003109,1342,ELEITO
210000003111,169,ELEITO POR QP
210000003112,90,SUPLENTE
210000003113,92,SUPLENTE
210000003114,110,SUPLENTE
210000003115,28,SUPLENTE
210000003116,173,ELEITO POR QP
210000003117,107,SUPLENTE
210000003118,125,ELEITO POR QP
210000003119,117,SUPLENTE
210000003120,42,SUPLENTE
210000003121,120,ELEITO POR MÉDIA
210000003122,47,SUPLENTE
210000003123,164,ELEITO POR QP
210000003124,2,SUPLENTE
210000003125,347,ELEITO POR QP
210000003126,74,SUPLENTE
210000003127,20,SUPLENTE
210000003128,14,SUPLENTE
210000003129,209,SUPLENTE
210000003131,214,SUPLENTE
210000003132,30,SUPLENTE
210000003133,374,ELEITO POR QP
210000003134,225,SUPLENTE
210000003135,0,SUPLENTE
210000003136,84,SUPLENTE
210000003138,77,SUPLENTE
210000003140,15,SUPLENTE
210000003141,33,NÃO ELEITO
210000003142,25,NÃO ELEITO
210000003143,22,NÃO ELEITO
210000003144,32,NÃO ELEITO
210000003145,13,NÃO ELEITO
210000003146,1372,NÃO ELEITO
210000003147,78,NÃO ELEITO
210000003149,82,NÃO ELEITO
210000003150,175,NÃO ELEITO
210000003151,210,NÃO ELEITO
210000003152,168,NÃO ELEITO
210000003153,225,NÃO ELEITO
210000003154,44,SUPLENTE
210000003155,322,SUPLENTE
210000003156,115,SUPLENTE
210000003157,457,ELEITO POR QP
210000003158,100,SUPLENTE
210000003159,15,SUPLENTE
210000003161,63,SUPLENTE
210000003162,92,SUPLENTE
210000003163,47,SUPLENTE
210000003165,24,SUPLENTE
210000003166,45,SUPLENTE
210000003167,377,ELEITO POR QP
210000003168,29,SUPLENTE
210000003169,330,ELEITO POR MÉDIA
210000003170,65,SUPLENTE
210000003171,75,SUPLENTE
210000003172,252,ELEITO POR QP
210000003173,1084,NÃO ELEITO
210000003175,190,ELEITO POR QP
210000003176,109,SUPLENTE
210000003177,186,ELEITO POR MÉDIA
210000003178,156,SUPLENTE
210000003179,119,SUPLENTE
210000003180,22,SUPLENTE
210000003181,240,ELEITO POR QP
210000003182,99,SUPLENTE
210000003183,35,SUPLENTE
210000003184,409,NÃO ELEITO
210000003186,119,NÃO ELEITO
210000003187,62,NÃO ELEITO
210000003188,37,NÃO ELEITO
210000003189,9,NÃO ELEITO
210000003190,93,NÃO ELEITO
210000003191,8,SUPLENTE
210000003192,76,SUPLENTE
210000003193,109,SUPLENTE
210000003195,157,ELEITO POR QP
210000003196,216,ELEITO POR QP
210000003197,132,ELEITO POR QP
210000003198,27,SUPLENTE
210000003199,18,SUPLENTE
210000003200,117,SUPLENTE
210000003202,938,NÃO ELEITO
210000003203,21,SUPLENTE
210000003204,359,ELEITO POR QP
210000003205,215,ELEITO POR QP
210000003206,210,SUPLENTE
210000003207,313,ELEITO POR QP
210000003208,33,SUPLENTE
210000003210,60,SUPLENTE
210000003211,434,ELEITO POR QP
210000003212,115,SUPLENTE
210000003213,306,ELEITO POR QP
210000003214,18,SUPLENTE
210000003215,34,SUPLENTE
210000003216,5,SUPLENTE
210000003219,2268,ELEITO
210000003220,7,SUPLENTE
210000003221,278,ELEITO POR QP
210000003222,193,ELEITO POR QP
210000003223,65,SUPLENTE
210000003224,37,SUPLENTE
210000003225,147,ELEITO POR MÉDIA
210000003226,209,ELEITO POR QP
210000003227,84,SUPLENTE
210000003228,159,ELEITO POR QP
210000003229,38,SUPLENTE
210000003230,119,SUPLENTE
210000003231,18,SUPLENTE
210000003232,30,SUPLENTE
210000003233,91,SUPLENTE
210000003234,6,SUPLENTE
210000003235,50,SUPLENTE
210000003236,29,SUPLENTE
210000003237,10,SUPLENTE
210000003238,42,SUPLENTE
210000003239,97,SUPLENTE
210000003240,232,SUPLENTE
210000003241,102,SUPLENTE
210000003243,832,ELEITO POR QP
210000003244,276,ELEITO POR QP
210000003245,45,SUPLENTE
210000003246,250,SUPLENTE
210000003247,115,SUPLENTE
210000003248,253,SUPLENTE
210000003249,144,SUPLENTE
210000003250,8,SUPLENTE
210000003251,100,SUPLENTE
210000003252,269,ELEITO POR MÉDIA
210000003253,399,ELEITO POR QP
210000003254,19,SUPLENTE
210000003255,3130,NÃO ELEITO
210000003256,28,SUPLENTE
210000003257,148,SUPLENTE
210000003258,9,SUPLENTE
210000003259,115,SUPLENTE
210000003260,46,SUPLENTE
210000003261,235,SUPLENTE
210000003262,64,SUPLENTE
210000003263,714,SUPLENTE
210000003264,476,SUPLENTE
210000003265,425,SUPLENTE
210000003266,991,SUPLENTE
210000003267,143,SUPLENTE
210000003268,219,SUPLENTE
210000003269,2,SUPLENTE
210000003270,71,SUPLENTE
210000003271,18,SUPLENTE
210000003272,223,SUPLENTE
210000003273,1306,ELEITO POR QP
210000003274,379,SUPLENTE
210000003275,4,SUPLENTE
210000003276,141,SUPLENTE
210000003277,165,SUPLENTE
210000003278,102,SUPLENTE
210000003279,40,SUPLENTE
210000003281,319,SUPLENTE
210000003282,767,SUPLENTE
210000003283,1089,SUPLENTE
210000003284,273,SUPLENTE
210000003285,130,SUPLENTE
210000003286,154,SUPLENTE
210000003287,137,SUPLENTE
210000003288,365,SUPLENTE
210000003289,1090,SUPLENTE
210000003290,1200,ELEITO POR MÉDIA
210000003291,164,ELEITO POR QP
210000003292,193,ELEITO POR QP
210000003294,94,SUPLENTE
210000003295,106,SUPLENTE
210000003296,69,SUPLENTE
210000003297,1,SUPLENTE
210000003298,43,SUPLENTE
210000003299,135,ELEITO POR QP
210000003300,160,ELEITO POR QP
210000003301,65,SUPLENTE
210000003302,16,SUPLENTE
